user_id,signup_date,acquisition_channel,acquisition_cost,country,device_type,signup_quality_score
U03159,2025-04-11,Organic Search,0.0,India,Mobile,0.285
U03160,2026-04-08,Paid Social,45.99,USA,Desktop,0.825
U03161,2026-06-15,Email,4.88,India,Mobile,0.64
U03162,2025-05-05,Affiliate,29.84,Brazil,Mobile,0.36
U03163,2025-06-19,Paid Search,51.05,Canada,Desktop,0.57
U03164,2025-12-07,Affiliate,18.69,USA,Desktop,0.457
U03165,2025-04-14,Referral,1.86,Australia,Desktop,0.682
U03166,2026-05-12,Organic Search,0.0,USA,Desktop,0.474
U03167,2026-05-05,Organic Search,0.0,Australia,Mobile,0.904
U03168,2026-05-31,Email,2.67,UAE,Desktop,0.274
U03169,2026-07-11,Paid Social,29.81,USA,Desktop,0.514
U03170,2025-03-07,Referral,8.79,Germany,Tablet,0.121
U03171,2025-04-08,Paid Search,28.95,Canada,Desktop,0.634
U03172,2025-10-22,Paid Search,32.51,USA,Desktop,0.464
U03173,2026-05-07,Paid Social,33.51,Brazil,Mobile,0.354
U03174,2026-03-01,Content/SEO,0.0,USA,Desktop,0.863
U03175,2026-05-18,Affiliate,22.66,USA,Desktop,0.37
U03176,2025-10-12,Organic Search,0.0,Australia,Desktop,0.457
U03177,2025-11-16,Organic Search,0.0,USA,Desktop,0.38
U03178,2025-04-20,Paid Social,21.63,Australia,Mobile,0.407
U03179,2025-10-30,Paid Search,44.34,India,Desktop,0.825
U03180,2025-11-20,Paid Social,49.71,Brazil,Desktop,0.218
U03181,2026-07-12,Paid Search,27.02,UAE,Mobile,0.166
U03182,2026-04-01,Paid Social,30.25,Canada,Desktop,0.609
U03183,2026-05-11,Paid Search,20.66,USA,Desktop,0.615
U03184,2025-03-29,Email,3.53,Germany,Desktop,0.519
U03185,2025-12-01,Email,3.5,Canada,Desktop,0.303
U03186,2025-05-13,Email,1.76,USA,Desktop,0.63
U03187,2026-05-04,Referral,7.8,India,Desktop,0.453
U03188,2025-12-07,Affiliate,3.88,USA,Desktop,0.674
U03189,2026-07-12,Organic Search,0.0,India,Desktop,0.46
U03190,2026-06-12,Organic Search,0.0,USA,Desktop,0.744
U03191,2025-07-30,Referral,4.57,Canada,Desktop,0.576
U03192,2025-09-16,Paid Search,38.26,India,Desktop,0.652
U03193,2025-11-22,Paid Social,31.96,India,Desktop,0.488
U03194,2025-12-27,Referral,7.24,Germany,Tablet,0.629
U03195,2025-12-14,Organic Search,0.0,USA,Desktop,0.495
U03196,2025-12-13,Paid Search,32.87,USA,Desktop,0.164
U03197,2026-05-25,Paid Search,29.37,UK,Mobile,0.15
U03198,2026-06-18,Paid Search,42.96,USA,Mobile,0.713
U03199,2025-11-29,Email,2.65,USA,Desktop,0.369
U03200,2025-09-27,Content/SEO,0.0,India,Desktop,0.46
U03201,2025-11-10,Referral,7.57,Canada,Desktop,0.539
U03202,2026-03-03,Paid Social,23.36,Germany,Desktop,0.55
U03203,2026-01-01,Paid Search,37.97,Brazil,Desktop,0.202
U03204,2025-10-29,Paid Search,36.25,USA,Desktop,0.118
U03205,2026-03-27,Email,2.1,USA,Desktop,0.244
U03206,2026-02-01,Paid Social,32.86,India,Desktop,0.485
U03207,2025-07-27,Paid Search,54.65,USA,Mobile,0.173
U03208,2026-05-25,Email,1.75,UK,Tablet,0.281
U03209,2025-07-31,Referral,4.45,India,Desktop,0.637
U03210,2025-05-22,Organic Search,0.0,Australia,Desktop,0.341
U03211,2025-08-29,Affiliate,15.18,Australia,Desktop,0.607
U03212,2026-02-24,Organic Search,0.0,USA,Desktop,0.231
U03213,2025-07-21,Paid Search,51.32,Canada,Desktop,0.106
U03214,2026-06-29,Content/SEO,0.0,UAE,Desktop,0.302
U03215,2025-07-08,Paid Social,15.03,India,Desktop,0.12
U03216,2026-01-01,Paid Search,16.52,Germany,Mobile,0.55
U03217,2025-09-23,Content/SEO,0.0,Australia,Mobile,0.657
U03218,2026-05-22,Referral,2.18,USA,Mobile,0.072
U03219,2026-05-05,Content/SEO,0.0,USA,Tablet,0.829
U03220,2025-08-28,Email,5.89,Germany,Desktop,0.504
U03221,2026-03-16,Paid Social,33.74,USA,Mobile,0.1
U03222,2025-02-15,Affiliate,0.66,India,Mobile,0.138
U03223,2025-09-02,Organic Search,0.0,UAE,Mobile,0.71
U03224,2026-04-15,Affiliate,4.25,Brazil,Mobile,0.257
U03225,2026-07-11,Email,3.33,India,Tablet,0.304
U03226,2026-05-03,Paid Social,30.53,USA,Mobile,0.214
U03227,2025-11-28,Email,3.67,India,Desktop,0.249
U03228,2025-02-19,Affiliate,22.73,India,Desktop,0.631
U03229,2025-11-19,Paid Social,29.63,India,Desktop,0.645
U03230,2025-04-02,Paid Social,20.98,India,Tablet,0.247
U03231,2025-04-03,Content/SEO,0.0,USA,Tablet,0.438
U03232,2026-06-27,Paid Social,27.15,Germany,Desktop,0.514
U03233,2026-02-19,Organic Search,0.0,UAE,Mobile,0.317
U03234,2025-07-22,Referral,7.37,India,Desktop,0.228
U03235,2026-04-24,Content/SEO,0.0,USA,Desktop,0.21
U03236,2025-11-12,Paid Search,35.25,UK,Desktop,0.232
U03237,2025-09-21,Paid Search,47.25,India,Mobile,0.505
U03238,2026-03-12,Organic Search,0.0,USA,Desktop,0.636
U03239,2026-06-24,Paid Search,18.19,Australia,Mobile,0.23
U03240,2026-03-21,Content/SEO,0.0,USA,Desktop,0.684
U03241,2026-06-27,Paid Search,29.74,UAE,Desktop,0.743
U03242,2026-01-13,Referral,4.26,USA,Desktop,0.134
U03243,2026-04-01,Paid Social,29.32,India,Mobile,0.34
U03244,2025-09-05,Referral,5.17,India,Tablet,0.732
U03245,2025-12-13,Organic Search,0.0,USA,Desktop,0.459
U03246,2026-07-07,Paid Search,32.32,UK,Mobile,0.297
U03247,2025-12-19,Paid Search,36.89,UK,Mobile,0.273
U03248,2026-07-13,Organic Search,0.0,USA,Desktop,0.302
U03249,2026-07-15,Paid Search,15.0,USA,Desktop,0.236
U03250,2025-11-20,Referral,3.06,UK,Desktop,0.582
U03251,2026-02-24,Email,2.84,India,Desktop,0.537
U03252,2025-04-05,Paid Social,18.33,India,Mobile,0.836
U03253,2026-04-13,Content/SEO,0.0,India,Desktop,0.372
U03254,2025-06-12,Paid Social,41.36,India,Desktop,0.374
U03255,2025-11-05,Paid Social,40.75,UAE,Desktop,0.326
U03256,2025-10-24,Content/SEO,0.0,UK,Desktop,0.18
U03257,2026-02-17,Paid Search,23.02,India,Desktop,0.018
U03258,2025-10-28,Paid Social,14.96,UK,Desktop,0.495
U03259,2025-05-17,Content/SEO,0.0,India,Desktop,0.279
U03260,2026-03-10,Organic Search,0.0,Australia,Mobile,0.56
U03261,2025-10-02,Paid Social,33.37,USA,Desktop,0.149
U03262,2025-12-16,Email,3.32,Germany,Desktop,0.485
U03263,2025-08-11,Organic Search,0.0,USA,Desktop,0.652
U03264,2025-05-06,Paid Search,47.7,USA,Mobile,0.139
U03265,2026-01-20,Referral,4.05,Canada,Desktop,0.24
U03266,2025-08-29,Organic Search,0.0,USA,Mobile,0.28
U03267,2025-08-14,Paid Social,58.51,USA,Mobile,0.204
U03268,2026-01-30,Email,6.2,India,Desktop,0.804
U03269,2026-03-02,Affiliate,33.46,USA,Desktop,0.464
U03270,2026-02-28,Referral,5.29,USA,Desktop,0.145
U03271,2026-03-08,Referral,3.76,USA,Desktop,0.581
U03272,2026-04-28,Organic Search,0.0,India,Mobile,0.184
U03273,2026-03-26,Paid Social,17.41,USA,Desktop,0.185
U03274,2026-03-04,Paid Social,21.19,UAE,Mobile,0.362
U03275,2026-01-30,Email,4.81,UK,Mobile,0.182
U03276,2025-12-13,Referral,8.82,Australia,Desktop,0.59
U03277,2025-10-10,Paid Social,33.26,UK,Desktop,0.497
U03278,2025-04-07,Content/SEO,0.0,Germany,Desktop,0.461
U03279,2025-08-10,Content/SEO,0.0,UK,Desktop,0.527
U03280,2025-09-26,Paid Search,49.85,Germany,Tablet,0.286
U03281,2025-10-15,Paid Social,20.68,Germany,Desktop,0.33
U03282,2025-12-24,Referral,1.58,USA,Desktop,0.228
U03283,2025-11-22,Paid Social,37.99,USA,Desktop,0.511
U03284,2026-05-01,Referral,10.04,USA,Desktop,0.687
U03285,2025-12-10,Referral,4.51,Brazil,Desktop,0.382
U03286,2025-12-08,Organic Search,0.0,Brazil,Tablet,0.571
U03287,2025-10-31,Paid Social,21.6,Canada,Desktop,0.358
U03288,2025-03-11,Affiliate,22.75,India,Mobile,0.157
U03289,2026-04-23,Paid Social,39.89,India,Mobile,0.504
U03290,2025-10-05,Paid Search,30.6,USA,Mobile,0.264
U03291,2025-11-26,Paid Search,74.55,Germany,Desktop,0.276
U03292,2026-05-12,Content/SEO,0.0,Canada,Desktop,0.635
U03293,2025-10-20,Content/SEO,0.0,India,Desktop,0.579
U03294,2026-07-12,Email,0.51,Germany,Desktop,0.455
U03295,2025-10-19,Paid Social,34.67,Germany,Desktop,0.546
U03296,2026-07-26,Affiliate,4.93,Canada,Desktop,0.268
U03297,2025-11-10,Organic Search,0.0,India,Tablet,0.117
U03298,2026-01-29,Paid Search,0.0,UK,Desktop,0.137
U03299,2026-07-19,Organic Search,0.0,Australia,Desktop,0.242
U03300,2025-07-28,Organic Search,0.0,USA,Mobile,0.519
U03301,2025-11-07,Paid Social,37.19,Canada,Tablet,0.637
U03302,2026-07-15,Content/SEO,0.0,Canada,Desktop,0.352
U03303,2025-08-05,Email,0.0,USA,Mobile,0.49
U03304,2025-03-21,Content/SEO,0.0,India,Desktop,0.301
U03305,2025-04-09,Referral,5.16,USA,Mobile,0.075
U03306,2025-10-07,Organic Search,0.0,Canada,Desktop,0.033
U03307,2026-01-10,Email,3.24,Brazil,Desktop,0.442
U03308,2025-07-01,Referral,0.29,India,Tablet,0.027
U03309,2025-05-23,Referral,3.06,USA,Desktop,0.565
U03310,2025-11-27,Paid Social,39.03,USA,Desktop,0.458
U03311,2025-09-18,Organic Search,0.0,Australia,Mobile,0.414
U03312,2026-03-18,Organic Search,0.0,UK,Mobile,0.305
U03313,2026-04-14,Referral,6.38,USA,Mobile,0.417
U03314,2025-05-30,Email,3.34,India,Desktop,0.198
U03315,2025-10-07,Paid Social,28.16,USA,Desktop,0.183
U03316,2025-12-20,Content/SEO,0.0,Brazil,Mobile,0.369
U03317,2025-07-29,Paid Social,11.14,Australia,Desktop,0.563
U03318,2026-05-26,Paid Social,28.77,India,Desktop,0.369
U03319,2026-06-09,Paid Social,27.39,USA,Desktop,0.136
U03320,2026-01-06,Paid Social,14.09,India,Desktop,0.512
U03321,2026-05-29,Organic Search,0.0,Canada,Desktop,0.131
U03322,2026-02-13,Organic Search,0.0,USA,Desktop,0.05
U03323,2025-04-18,Paid Search,25.14,USA,Tablet,0.257
U03324,2026-07-18,Affiliate,12.45,USA,Mobile,0.15
U03325,2025-09-11,Organic Search,0.0,Brazil,Tablet,0.438
U03326,2026-03-25,Organic Search,0.0,UK,Mobile,0.847
U03327,2025-05-27,Affiliate,12.23,India,Desktop,0.087
U03328,2026-06-29,Organic Search,0.0,Germany,Desktop,0.241
U03329,2025-08-16,Paid Social,53.23,Brazil,Desktop,0.329
U03330,2026-07-09,Organic Search,0.0,India,Desktop,0.621
U03331,2025-07-25,Paid Search,33.66,Canada,Desktop,0.559
U03332,2025-08-27,Paid Social,27.53,Canada,Mobile,0.484
U03333,2025-06-23,Referral,1.36,Brazil,Desktop,0.068
U03334,2025-10-11,Organic Search,0.0,UAE,Mobile,0.367
U03335,2025-03-04,Content/SEO,0.0,Canada,Desktop,0.451
U03336,2026-04-04,Affiliate,7.72,UAE,Desktop,0.152
U03337,2026-01-09,Referral,8.09,USA,Desktop,0.393
U03338,2025-12-29,Affiliate,1.37,USA,Desktop,0.331
U03339,2026-02-06,Organic Search,0.0,India,Mobile,0.29
U03340,2025-10-17,Paid Social,41.72,India,Mobile,0.442
U03341,2026-04-30,Affiliate,15.0,USA,Desktop,0.543
U03342,2026-04-21,Content/SEO,0.0,Australia,Desktop,0.133
U03343,2026-03-29,Email,1.64,Germany,Mobile,0.021
U03344,2025-04-29,Paid Social,22.65,USA,Mobile,0.881
U03345,2026-01-02,Referral,2.05,India,Desktop,0.136
U03346,2026-06-22,Organic Search,0.0,India,Mobile,0.54
U03347,2025-08-31,Affiliate,12.18,India,Desktop,0.464
U03348,2026-05-23,Paid Social,17.72,USA,Desktop,0.373
U03349,2025-08-06,Referral,5.06,USA,Mobile,0.379
U03350,2025-11-27,Email,3.32,Canada,Desktop,0.639
U03351,2026-01-15,Affiliate,17.72,USA,Mobile,0.31
U03352,2025-07-01,Content/SEO,0.0,USA,Desktop,0.026
U03353,2026-02-10,Organic Search,0.0,USA,Desktop,0.274
U03354,2026-05-17,Referral,7.31,USA,Desktop,0.775
U03355,2026-02-04,Referral,1.39,India,Desktop,0.227
U03356,2026-04-20,Organic Search,0.0,USA,Desktop,0.779
U03357,2025-10-09,Paid Social,32.62,Canada,Desktop,0.408
U03358,2026-02-24,Email,0.5,USA,Mobile,0.287
U03359,2026-03-02,Affiliate,44.43,Canada,Desktop,0.292
U03360,2025-03-23,Referral,6.13,UK,Desktop,0.591
U03361,2026-02-12,Referral,2.13,India,Desktop,0.365
U03362,2026-05-27,Email,5.79,Germany,Mobile,0.212
U03363,2025-08-14,Paid Search,66.06,USA,Desktop,0.539
U03364,2025-06-30,Affiliate,37.52,USA,Mobile,0.393
U03365,2025-07-19,Organic Search,0.0,India,Mobile,0.15
U03366,2026-01-09,Organic Search,0.0,UAE,Mobile,0.558
U03367,2025-08-17,Referral,6.06,India,Desktop,0.313
U03368,2025-08-25,Paid Social,41.32,USA,Desktop,0.467
U03369,2026-03-16,Paid Search,33.04,Australia,Desktop,0.149
U03370,2026-03-14,Paid Search,40.39,UK,Desktop,0.337
U03371,2026-02-12,Email,6.14,India,Desktop,0.826
U03372,2026-05-23,Organic Search,0.0,USA,Desktop,0.103
U03373,2025-10-16,Organic Search,0.0,India,Desktop,0.586
U03374,2026-04-03,Paid Search,8.4,USA,Desktop,0.013
U03375,2025-04-09,Email,2.92,Brazil,Mobile,0.563
U03376,2026-02-05,Content/SEO,0.0,UK,Mobile,0.103
U03377,2026-03-06,Paid Search,25.13,Australia,Desktop,0.191
U03378,2026-04-16,Paid Social,0.0,Canada,Mobile,0.33
U03379,2026-03-10,Organic Search,0.0,USA,Desktop,0.484
U03380,2026-06-16,Content/SEO,0.0,Germany,Mobile,0.168
U03381,2025-12-16,Affiliate,37.54,India,Desktop,0.388
U03382,2025-07-02,Referral,4.52,India,Desktop,0.075
U03383,2025-12-25,Paid Search,33.58,Canada,Mobile,0.049
U03384,2026-08-02,Organic Search,0.0,USA,Mobile,0.292
U03385,2026-01-18,Affiliate,5.81,USA,Desktop,0.161
U03386,2026-07-08,Paid Social,16.27,India,Desktop,0.187
U03387,2025-08-15,Referral,6.12,India,Mobile,0.14
U03388,2026-02-14,Content/SEO,0.0,Australia,Desktop,0.244
U03389,2025-05-24,Organic Search,0.0,UK,Desktop,0.487
U03390,2025-08-12,Paid Search,19.79,USA,Desktop,0.492
U03391,2025-08-14,Paid Social,40.03,India,Tablet,0.29
U03392,2025-08-31,Paid Social,15.46,Australia,Desktop,0.499
U03393,2025-08-31,Organic Search,0.0,Brazil,Desktop,0.874
U03394,2025-08-05,Referral,6.97,India,Desktop,0.576
U03395,2026-04-21,Organic Search,0.0,Canada,Desktop,0.392
U03396,2026-03-08,Email,1.76,USA,Mobile,0.187
U03397,2025-03-01,Organic Search,0.0,UK,Desktop,0.49
U03398,2025-09-28,Organic Search,0.0,USA,Mobile,0.709
U03399,2026-07-22,Email,7.56,UK,Desktop,0.371
U03400,2026-07-19,Content/SEO,0.0,USA,Mobile,0.503
U03401,2025-08-08,Paid Search,11.66,USA,Mobile,0.388
U03402,2025-12-30,Email,1.48,India,Mobile,0.172
U03403,2025-04-23,Referral,7.04,India,Desktop,0.07
U03404,2025-10-11,Paid Social,33.31,India,Desktop,0.43
U03405,2025-11-03,Paid Search,36.82,India,Mobile,0.533
U03406,2025-09-25,Paid Social,31.52,Germany,Mobile,0.18
U03407,2026-05-17,Organic Search,0.0,India,Mobile,0.593
U03408,2025-11-01,Paid Search,6.77,India,Mobile,0.318
U03409,2025-03-29,Paid Social,0.0,UAE,Mobile,0.186
U03410,2026-01-20,Organic Search,0.0,USA,Mobile,0.878
U03411,2026-03-17,Email,4.09,USA,Desktop,0.736
U03412,2026-04-01,Content/SEO,0.0,India,Mobile,0.179
U03413,2026-05-21,Paid Social,42.73,UK,Desktop,0.367
U03414,2026-02-14,Organic Search,0.0,Australia,Desktop,0.595
U03415,2025-06-04,Content/SEO,0.0,India,Tablet,0.123
U03416,2025-11-09,Organic Search,0.0,USA,Mobile,0.543
U03417,2026-04-21,Paid Search,17.16,India,Desktop,0.226
U03418,2025-10-22,Paid Social,34.45,India,Mobile,0.109
U03419,2026-05-04,Email,2.55,UK,Desktop,0.07
U03420,2025-04-08,Paid Social,52.47,UK,Desktop,0.223
U03421,2026-07-03,Paid Search,33.69,Australia,Desktop,0.414
U03422,2026-07-31,Paid Search,3.66,USA,Mobile,0.184
U03423,2025-01-12,Paid Search,57.71,India,Mobile,0.417
U03424,2026-07-02,Organic Search,0.0,USA,Mobile,0.43
U03425,2026-06-17,Email,0.0,India,Desktop,0.241
U03426,2026-04-01,Paid Social,36.6,Brazil,Mobile,0.541
U03427,2025-07-03,Referral,0.0,India,Desktop,0.383
U03428,2026-03-12,Referral,0.57,Australia,Desktop,0.314
U03429,2026-05-22,Paid Social,35.27,Canada,Desktop,0.715
U03430,2026-01-30,Referral,8.1,USA,Desktop,0.444
U03431,2025-05-01,Paid Search,40.29,India,Desktop,0.721
U03432,2025-08-31,Paid Social,18.77,UAE,Desktop,0.288
U03433,2025-01-28,Referral,10.77,Canada,Mobile,0.503
U03434,2026-08-01,Email,1.54,USA,Desktop,0.428
U03435,2025-12-08,Paid Search,50.15,UK,Mobile,0.41
U03436,2025-08-13,Content/SEO,0.0,USA,Desktop,0.159
U03437,2026-03-24,Paid Social,27.99,Germany,Tablet,0.483
U03438,2026-02-17,Organic Search,0.0,Australia,Mobile,0.496
U03439,2026-04-13,Email,7.53,India,Desktop,0.359
U03440,2025-02-20,Paid Social,51.69,Germany,Desktop,0.295
U03441,2025-04-24,Email,5.23,Brazil,Desktop,0.221
U03442,2025-07-13,Referral,8.23,UAE,Desktop,0.544
U03443,2025-11-19,Content/SEO,0.0,India,Desktop,0.396
U03444,2026-01-12,Paid Social,20.15,India,Mobile,0.217
U03445,2025-11-30,Paid Search,3.05,India,Desktop,0.08
U03446,2026-05-18,Organic Search,0.0,Canada,Mobile,0.524
U03447,2025-12-17,Affiliate,0.0,USA,Mobile,0.154
U03448,2025-04-29,Referral,7.43,India,Mobile,0.22
U03449,2026-07-31,Paid Search,33.23,India,Desktop,0.636
U03450,2025-11-21,Referral,10.54,UAE,Desktop,0.545
U03451,2026-01-02,Paid Search,4.21,India,Desktop,0.776
U03452,2026-02-25,Email,6.55,UK,Mobile,0.402
U03453,2026-03-28,Paid Social,14.27,India,Desktop,0.582
U03454,2026-06-26,Organic Search,0.0,USA,Mobile,0.651
U03455,2025-09-14,Content/SEO,0.0,UAE,Desktop,0.351
U03456,2026-07-02,Paid Social,35.43,UK,Desktop,0.184
U03457,2025-07-12,Organic Search,0.0,USA,Desktop,0.545
U03458,2026-07-30,Paid Search,37.59,India,Mobile,0.391
U03459,2026-04-22,Paid Search,45.13,Brazil,Tablet,0.562
U03460,2025-11-08,Content/SEO,0.0,Brazil,Mobile,0.467
U03461,2026-06-12,Organic Search,0.0,USA,Mobile,0.447
U03462,2026-03-20,Content/SEO,0.0,USA,Mobile,0.406
U03463,2025-07-08,Affiliate,15.24,UK,Mobile,0.424
U03464,2026-06-14,Organic Search,0.0,Australia,Desktop,0.119
U03465,2026-03-19,Organic Search,0.0,UAE,Desktop,0.528
U03466,2026-05-04,Content/SEO,0.0,UK,Mobile,0.165
U03467,2025-11-19,Paid Search,49.27,USA,Mobile,0.671
U03468,2026-03-16,Email,0.4,India,Desktop,0.584
U03469,2025-04-22,Paid Search,61.16,Australia,Tablet,0.713
U03470,2025-04-16,Content/SEO,0.0,USA,Desktop,0.875
U03471,2025-07-05,Organic Search,0.0,Canada,Mobile,0.238
U03472,2026-02-03,Paid Search,44.01,India,Desktop,0.036
U03473,2025-08-27,Referral,8.3,India,Mobile,0.34
U03474,2026-02-23,Content/SEO,0.0,India,Mobile,0.421
U03475,2025-12-14,Paid Social,7.13,Brazil,Mobile,0.436
U03476,2026-06-21,Paid Search,23.87,Australia,Mobile,0.506
U03477,2026-05-11,Email,3.83,USA,Mobile,0.596
U03478,2025-08-24,Organic Search,0.0,USA,Desktop,0.558
U03479,2026-01-25,Affiliate,22.02,Germany,Desktop,0.264
U03480,2025-12-16,Organic Search,0.0,Australia,Mobile,0.242
U03481,2025-12-08,Paid Search,17.24,USA,Mobile,0.129
U03482,2026-01-19,Affiliate,16.27,Australia,Mobile,0.596
U03483,2025-11-05,Organic Search,0.0,USA,Desktop,0.272
U03484,2026-05-06,Organic Search,0.0,USA,Desktop,0.368
U03485,2026-06-21,Paid Search,58.02,India,Desktop,0.289
U03486,2026-04-27,Referral,12.18,India,Mobile,0.542
U03487,2025-11-20,Organic Search,0.0,India,Desktop,0.388
U03488,2025-08-04,Paid Search,34.66,India,Mobile,0.298
U03489,2025-03-10,Paid Search,65.61,India,Desktop,0.495
U03490,2026-02-28,Organic Search,0.0,USA,Mobile,0.41
U03491,2025-11-13,Content/SEO,0.0,USA,Tablet,0.711
U03492,2025-10-03,Paid Search,21.54,Germany,Desktop,0.075
U03493,2025-02-06,Paid Social,33.44,India,Desktop,0.38
U03494,2026-05-27,Referral,9.92,Germany,Mobile,0.242
U03495,2026-01-17,Paid Social,35.71,Australia,Desktop,0.085
U03496,2025-09-01,Paid Social,35.7,USA,Desktop,0.082
U03497,2026-03-11,Paid Social,22.83,Brazil,Mobile,0.468
U03498,2026-04-09,Organic Search,0.0,Canada,Desktop,0.632
U03499,2026-03-14,Paid Search,10.22,India,Desktop,0.195
U03500,2025-05-08,Paid Search,17.36,Brazil,Desktop,0.321
U03501,2025-05-06,Content/SEO,0.0,India,Mobile,0.216
U03502,2026-04-28,Paid Search,34.97,India,Desktop,0.189
U03503,2025-09-02,Organic Search,0.0,USA,Mobile,0.382
U03504,2025-06-22,Affiliate,18.98,UK,Desktop,0.162
U03505,2025-11-24,Referral,6.77,USA,Mobile,0.696
U03506,2025-08-20,Content/SEO,0.0,USA,Mobile,0.055
U03507,2025-11-10,Email,1.21,Canada,Desktop,0.168
U03508,2026-02-28,Referral,4.14,India,Desktop,0.23
U03509,2025-08-21,Organic Search,0.0,USA,Desktop,0.67
U03510,2026-07-06,Email,2.17,USA,Mobile,0.469
U03511,2025-10-15,Email,5.96,India,Desktop,0.192
U03512,2025-05-01,Content/SEO,0.0,UAE,Desktop,0.682
U03513,2026-06-01,Organic Search,0.0,UAE,Desktop,0.574
U03514,2026-04-16,Paid Search,64.51,India,Desktop,0.402
U03515,2025-09-26,Paid Search,38.04,USA,Mobile,0.413
U03516,2026-02-01,Paid Search,25.15,USA,Desktop,0.216
U03517,2025-11-11,Content/SEO,0.0,Germany,Desktop,0.387
U03518,2026-02-07,Content/SEO,0.0,USA,Desktop,0.372
U03519,2025-04-29,Organic Search,0.0,Canada,Mobile,0.498
U03520,2026-06-06,Paid Social,13.41,USA,Mobile,0.162
U03521,2026-06-03,Referral,4.75,USA,Mobile,0.557
U03522,2025-05-21,Content/SEO,0.0,USA,Desktop,0.553
U03523,2026-07-02,Paid Search,46.48,India,Desktop,0.124
U03524,2025-12-03,Organic Search,0.0,USA,Desktop,0.689
U03525,2026-05-01,Paid Search,48.27,Germany,Desktop,0.958
U03526,2025-10-10,Paid Search,27.07,USA,Tablet,0.372
U03527,2026-02-01,Referral,0.68,India,Mobile,0.499
U03528,2025-07-08,Paid Social,34.66,USA,Desktop,0.234
U03529,2026-01-08,Paid Social,26.17,India,Desktop,0.331
U03530,2026-05-16,Paid Social,34.38,USA,Desktop,0.514
U03531,2026-04-17,Affiliate,34.98,India,Desktop,0.642
U03532,2025-04-15,Paid Search,24.8,UK,Mobile,0.649
U03533,2026-06-21,Paid Search,33.11,Australia,Tablet,0.417
U03534,2026-05-09,Organic Search,0.0,USA,Mobile,0.667
U03535,2025-09-03,Paid Social,18.19,USA,Desktop,0.649
U03536,2026-01-08,Referral,6.49,India,Mobile,0.283
U03537,2025-06-04,Referral,5.47,USA,Mobile,0.597
U03538,2026-02-04,Paid Search,36.88,India,Desktop,0.241
U03539,2026-02-22,Organic Search,0.0,India,Desktop,0.697
U03540,2026-03-26,Paid Social,29.22,USA,Mobile,0.416
U03541,2026-01-18,Content/SEO,0.0,Canada,Desktop,0.38
U03542,2025-11-11,Paid Search,26.28,Germany,Desktop,0.171
U03543,2026-06-03,Content/SEO,0.0,India,Mobile,0.762
U03544,2025-11-15,Affiliate,25.53,USA,Desktop,0.091
U03545,2025-11-04,Referral,8.42,India,Mobile,0.768
U03546,2025-08-24,Organic Search,0.0,Canada,Desktop,0.404
U03547,2025-07-03,Paid Social,29.7,UAE,Desktop,0.204
U03548,2025-03-22,Paid Social,4.77,USA,Mobile,0.238
U03549,2026-03-21,Paid Social,44.51,Canada,Desktop,0.413
U03550,2025-10-07,Paid Search,35.91,USA,Desktop,0.405
U03551,2026-03-09,Paid Search,37.89,Brazil,Mobile,0.057
U03552,2026-05-09,Paid Social,39.09,UK,Desktop,0.465
U03553,2026-07-16,Referral,6.07,USA,Desktop,0.909
U03554,2025-11-25,Organic Search,0.0,UK,Mobile,0.335
U03555,2025-10-30,Paid Social,26.25,USA,Desktop,0.357
U03556,2026-04-23,Affiliate,25.41,Brazil,Mobile,0.204
U03557,2026-02-15,Email,1.95,USA,Desktop,0.336
U03558,2026-06-10,Email,2.58,USA,Desktop,0.631
U03559,2025-12-30,Organic Search,0.0,USA,Tablet,0.101
U03560,2026-03-08,Paid Search,47.42,USA,Mobile,0.075
U03561,2025-07-23,Paid Social,0.0,India,Desktop,0.34
U03562,2025-12-14,Paid Social,11.32,USA,Desktop,0.803
U03563,2025-08-08,Paid Social,36.0,USA,Mobile,0.241
U03564,2026-01-16,Affiliate,45.19,USA,Mobile,0.368
U03565,2026-01-27,Email,4.25,UK,Desktop,0.316
U03566,2026-04-02,Referral,0.0,India,Desktop,0.303
U03567,2025-10-22,Paid Social,51.88,Germany,Desktop,0.22
U03568,2026-02-14,Organic Search,0.0,Canada,Desktop,0.663
U03569,2026-06-24,Paid Search,25.83,USA,Mobile,0.436
U03570,2026-06-04,Referral,6.72,Canada,Desktop,0.391
U03571,2025-03-25,Content/SEO,0.0,UK,Desktop,0.324
U03572,2026-05-18,Content/SEO,0.0,Brazil,Mobile,0.508
U03573,2025-05-26,Paid Social,34.91,USA,Mobile,0.243
U03574,2025-06-13,Affiliate,11.67,USA,Mobile,0.446
U03575,2025-10-07,Organic Search,0.0,USA,Mobile,0.445
U03576,2025-01-26,Paid Search,0.0,Brazil,Desktop,0.671
U03577,2026-06-30,Paid Social,30.77,India,Mobile,0.123
U03578,2026-02-07,Paid Search,33.1,India,Desktop,0.735
U03579,2025-08-04,Referral,2.9,India,Desktop,0.554
U03580,2026-02-17,Paid Social,39.53,India,Desktop,0.635
U03581,2025-05-23,Paid Social,24.28,Brazil,Mobile,0.389
U03582,2025-02-28,Affiliate,19.94,UAE,Mobile,0.471
U03583,2026-06-10,Content/SEO,0.0,Australia,Desktop,0.795
U03584,2025-04-29,Paid Social,18.75,Canada,Mobile,0.157
U03585,2026-01-06,Paid Social,27.3,India,Desktop,0.505
